N	alpha	rec_frac	t0	t1	cov	gen
1000	0.1	5e-4	5	49	9.239021111265468e-5	49
1000	0.1	5e-4	5	50	5.3028326068632227e-5	50
1000	0.1	5e-4	5	51	6.1202095751018e-5	51
1000	0.1	5e-4	5	52	3.1845550612860554e-5	52
1000	0.1	5e-4	5	53	1.5608761176401125e-5	53
1000	0.1	5e-4	5	54	-8.811895754007992e-6	54
1000	0.1	5e-4	5	55	1.3442586803407975e-5	55
1000	0.1	5e-4	5	56	8.012824517371522e-5	56
1000	0.1	5e-4	5	57	-6.546452217330092e-5	57
1000	0.1	5e-4	5	58	-4.251889763538842e-5	58
1000	0.1	5e-4	5	59	-6.228470739787986e-5	59
1000	0.1	5e-4	5	60	8.596851937728261e-6	60
1000	0.1	5e-4	5	61	5.2129550814692084e-5	61
1000	0.1	5e-4	5	62	-1.989313326794216e-6	62
1000	0.1	5e-4	5	63	-4.8167095441148015e-5	63
1000	0.1	5e-4	5	64	5.482983314904377e-5	64
1000	0.1	5e-4	5	65	1.6786328723192104e-5	65
1000	0.1	5e-4	5	66	7.060354029889464e-5	66
1000	0.1	5e-4	5	67	8.20752391062813e-5	67
1000	0.1	5e-4	5	68	2.699139328013402e-5	68
1000	0.1	5e-4	5	69	1.4496030900158563e-4	69
1000	0.1	5e-4	5	70	7.6033566238313304e-6	70
1000	0.1	5e-4	5	71	-3.0163435312281507e-5	71
1000	0.1	5e-4	5	72	-9.466350111161994e-7	72
1000	0.1	5e-4	5	73	1.3503036355442571e-5	73
1000	0.1	5e-4	5	74	1.4877511551656728e-7	74
1000	0.1	5e-4	5	75	-1.766256018143726e-5	75
1000	0.1	5e-4	5	76	-6.708933723148881e-5	76
1000	0.1	5e-4	5	77	6.700509655158739e-5	77
1000	0.1	5e-4	5	78	2.2944678798572074e-6	78
1000	0.1	5e-4	5	79	1.9727338488018657e-5	79
1000	0.1	5e-4	5	80	1.0446329184976693e-4	80
1000	0.1	5e-4	5	81	1.9340623989883613e-5	81
1000	0.1	5e-4	5	82	-5.370363344283578e-6	82
1000	0.1	5e-4	5	83	2.1517157204465538e-5	83
1000	0.1	5e-4	5	84	7.303447750390495e-5	84
1000	0.1	5e-4	5	85	3.7909982421947124e-5	85
1000	0.1	5e-4	5	86	8.261190414595954e-5	86
1000	0.1	5e-4	5	87	9.575261764376786e-5	87
1000	0.1	5e-4	5	88	-5.301733852469278e-5	88
1000	0.1	5e-4	5	89	5.900990345153975e-5	89
1000	0.1	5e-4	5	90	-2.1337356843582995e-5	90
1000	0.1	5e-4	5	91	-1.4020546656576611e-5	91
1000	0.1	5e-4	5	92	2.3651434281308724e-5	92
1000	0.1	5e-4	5	93	-2.3152926828962313e-5	93
1000	0.1	5e-4	5	94	7.598676249248922e-5	94
1000	0.1	5e-4	5	95	-3.387785247864707e-5	95
1000	0.1	5e-4	5	96	-5.138380315282018e-5	96
1000	0.1	5e-4	5	97	-7.045940149657875e-5	97
1000	0.1	5e-4	5	98	5.001304548704512e-5	98
1000	0.1	5e-4	5	99	-1.7019711383316753e-5	99
1000	0.1	0.02	5	6	-1.751681998966162e-5	6
1000	0.1	0.02	5	7	4.699858605006217e-5	7
1000	0.1	0.02	5	8	-9.095344544365269e-5	8
1000	0.1	0.02	5	9	4.6033477538014406e-5	9
1000	0.1	0.02	5	10	2.9538962877744094e-5	10
1000	0.1	0.02	5	11	6.288740744202017e-5	11
1000	0.1	0.02	5	12	1.5132724938261171e-5	12
1000	0.1	0.02	5	13	1.3060610545065592e-7	13
1000	0.1	0.02	5	14	2.4936202108128027e-5	14
1000	0.1	0.02	5	15	-3.459834200702417e-5	15
1000	0.1	0.02	5	16	5.298177057279796e-5	16
1000	0.1	0.02	5	17	-2.2194642567029812e-5	17
1000	0.1	0.02	5	18	7.11592889533524e-5	18
1000	0.1	0.02	5	19	3.156346181816125e-5	19
1000	0.1	0.02	5	20	1.2953843277640366e-6	20
1000	0.1	0.02	5	21	7.451420285078838e-6	21
1000	0.1	0.02	5	22	-7.960324455189397e-5	22
1000	0.1	0.02	5	23	-3.5250470118154383e-6	23
1000	0.1	0.02	5	24	6.235094517819077e-6	24
1000	0.1	0.02	5	25	1.0093267915709905e-4	25
1000	0.1	0.02	5	26	-6.3729199804618e-5	26
1000	0.1	0.02	5	27	-9.1842129693535e-6	27
1000	0.1	0.02	5	28	1.2442377387908703e-5	28
1000	0.1	0.02	5	29	-9.03558581231056e-6	29
1000	0.1	0.02	5	30	-7.048577611080022e-5	30
1000	0.1	0.02	5	31	-3.895324098661779e-5	31
1000	0.1	0.02	5	32	-4.565531115600447e-5	32
1000	0.1	0.02	5	33	-1.3426062582979527e-4	33
1000	0.1	0.02	5	34	-3.6489757571455494e-5	34
1000	0.1	0.02	5	35	-3.47398950358793e-5	35
1000	0.1	0.02	5	36	4.771796741821685e-5	36
1000	0.1	0.02	5	37	-1.466184351048374e-5	37
1000	0.1	0.02	5	38	3.833910009634121e-5	38
1000	0.1	0.02	5	39	2.288045994840991e-5	39
1000	0.1	0.02	5	40	3.967884531052716e-5	40
1000	0.1	0.02	5	41	2.872837183152389e-5	41
1000	0.1	0.02	5	42	2.8886737050545334e-6	42
1000	0.1	0.02	5	43	2.4710175777000146e-6	43
1000	0.1	0.02	5	44	1.362955283660846e-5	44
1000	0.1	0.02	5	45	3.954283331030206e-5	45
1000	0.1	0.02	5	46	-1.83278804298303e-5	46
1000	0.1	0.02	5	47	5.57337071164201e-5	47
1000	0.1	0.02	5	48	-5.774882207018668e-5	48
1000	0.1	0.02	5	49	5.615451162090291e-6	49
1000	0.1	0.02	5	50	3.4984472299548174e-5	50
1000	0.1	0.02	5	51	3.2443387436905936e-6	51
1000	0.1	0.02	5	52	-5.7190590447384765e-6	52
1000	0.1	0.02	5	53	-1.1054812041511832e-5	53
1000	0.1	0.02	5	54	5.7001719654427784e-5	54
1000	0.1	0.02	5	55	6.808918627544642e-5	55
1000	0.1	0.02	5	56	6.2354314018644e-5	56
1000	0.1	0.02	5	57	8.522920801578959e-5	57
1000	0.1	0.02	5	58	-4.628497545995668e-5	58
1000	0.1	0.02	5	59	-2.4055149689474624e-5	59
1000	0.1	0.02	5	60	3.407350510010885e-5	60
1000	0.1	0.02	5	61	5.344591492725951e-6	61
1000	0.1	0.02	5	62	-6.772021907671975e-5	62
1000	0.1	0.02	5	63	1.5252655099429766e-5	63
1000	0.1	0.02	5	64	8.638665899206394e-5	64
1000	0.1	0.02	5	65	-3.284640558859724e-5	65
1000	0.1	0.02	5	66	3.195165499223344e-5	66
1000	0.1	0.02	5	67	3.958453474715206e-5	67
1000	0.1	0.02	5	68	-5.30302402804688e-5	68
1000	0.1	0.02	5	69	1.6337187202527927e-5	69
1000	0.1	0.02	5	70	-5.717407808916494e-5	70
1000	0.1	0.02	5	71	-2.6671115033197546e-5	71
1000	0.1	0.02	5	72	3.011095525986725e-5	72
1000	0.1	0.02	5	73	-5.267102259758995e-5	73
1000	0.1	0.02	5	74	-5.854874567425741e-5	74
1000	0.1	0.02	5	75	-5.350821300465117e-5	75
1000	0.1	0.02	5	76	2.8280831597995188e-5	76
1000	0.1	0.02	5	77	3.5990185108744636e-5	77
1000	0.1	0.02	5	78	-7.3399295171715005e-6	78
1000	0.1	0.02	5	79	1.4537389848591824e-5	79
1000	0.1	0.02	5	80	-2.302077322250178e-6	80
1000	0.1	0.02	5	81	-1.1116629947769381e-4	81
1000	0.1	0.02	5	82	-1.4297151190983051e-5	82
1000	0.1	0.02	5	83	4.104347683220835e-5	83
1000	0.1	0.02	5	84	4.893620933615768e-6	84
1000	0.1	0.02	5	85	1.816052464000465e-5	85
1000	0.1	0.02	5	86	7.02261315334619e-5	86
1000	0.1	0.02	5	87	2.7689542281786843e-5	87
1000	0.1	0.02	5	88	7.776993529943403e-5	88
1000	0.1	0.02	5	89	-3.97371586899063e-5	89
1000	0.1	0.02	5	90	-2.4951803395072435e-5	90
1000	0.1	0.02	5	91	-6.353077705334686e-5	91
1000	0.1	0.02	5	92	3.65545499442935e-5	92
1000	0.1	0.02	5	93	-2.8418375675690166e-5	93
1000	0.1	0.02	5	94	4.675954220561013e-5	94
1000	0.1	0.02	5	95	-9.692346968471082e-5	95
1000	0.1	0.02	5	96	6.116639467530676e-5	96
1000	0.1	0.02	5	97	1.2165371681355694e-5	97
1000	0.1	0.02	5	98	-6.998986354551528e-5	98
1000	0.1	0.02	5	99	2.482364189739568e-6	99
1000	0.2	1e-4	5	6	7.22748493798429e-4	6
1000	0.2	1e-4	5	7	7.731393898567474e-4	7
1000	0.2	1e-4	5	8	8.233980481225527e-4	8
1000	0.2	1e-4	5	9	5.040846815787005e-4	9
1000	0.2	1e-4	5	10	6.847847537365391e-4	10
1000	0.2	1e-4	5	11	6.517342936471599e-4	11
1000	0.2	1e-4	5	12	6.411576527501957e-4	12
1000	0.2	1e-4	5	13	5.830408231445135e-4	13
1000	0.2	1e-4	5	14	4.7090555271623994e-4	14
1000	0.2	1e-4	5	15	5.147533397327676e-4	15
1000	0.2	1e-4	5	16	6.287711608007965e-4	16
1000	0.2	1e-4	5	17	4.7809539490661484e-4	17
1000	0.2	1e-4	5	18	3.335230184917689e-4	18
1000	0.2	1e-4	5	19	4.337326614597706e-4	19
1000	0.2	1e-4	5	20	4.063666814135287e-4	20
1000	0.2	1e-4	5	21	2.9829496699572145e-4	21
1000	0.2	1e-4	5	22	2.5779289824266863e-4	22
1000	0.2	1e-4	5	23	2.537182416220068e-4	23
1000	0.2	1e-4	5	24	2.6280660991111443e-4	24
1000	0.2	1e-4	5	25	2.2024688506989328e-4	25
1000	0.2	1e-4	5	26	2.1454643952603062e-4	26
1000	0.2	1e-4	5	27	2.9672921380143795e-4	27
1000	0.2	1e-4	5	28	1.7964783924019558e-4	28
1000	0.2	1e-4	5	29	1.8693444941879077e-4	29
1000	0.2	1e-4	5	30	1.6493406986664645e-4	30
1000	0.2	1e-4	5	31	1.495549074626159e-4	31
1000	0.2	1e-4	5	32	6.527468086906256e-5	32
1000	0.2	1e-4	5	33	1.4350472585520293e-4	33
1000	0.2	1e-4	5	34	1.818845540126176e-4	34
1000	0.2	1e-4	5	35	-2.1154173426112038e-5	35
1000	0.2	1e-4	5	36	5.652985256354905e-6	36
1000	0.2	1e-4	5	37	5.808957641845621e-5	37
1000	0.2	1e-4	5	38	2.605802661144062e-5	38
1000	0.2	1e-4	5	39	8.308950751507747e-5	39
1000	0.2	1e-4	5	40	1.2590854657030905e-4	40
1000	0.2	1e-4	5	41	6.020254007137745e-5	41
1000	0.2	1e-4	5	42	2.829361874575811e-5	42
1000	0.2	1e-4	5	43	1.926987253925558e-5	43
1000	0.2	1e-4	5	44	-5.9257899586324186e-5	44
1000	0.2	1e-4	5	45	3.5656102432606524e-5	45
1000	0.2	1e-4	5	46	7.352319940011107e-6	46
1000	0.2	1e-4	5	47	1.6135357404735084e-4	47
1000	0.2	1e-4	5	48	1.395026406137727e-5	48
1000	0.2	1e-4	5	49	-5.533729801565389e-5	49
1000	0.2	1e-4	5	50	1.6897146012540286e-5	50
1000	0.2	1e-4	5	51	2.4884744417522353e-5	51
1000	0.2	1e-4	5	52	3.261113884620609e-5	52
1000	0.2	1e-4	5	53	-3.9243461029155536e-5	53
1000	0.2	1e-4	5	54	3.4924898702853855e-5	54
1000	0.2	1e-4	5	55	1.7116739081075183e-5	55
1000	0.2	1e-4	5	56	-2.8150690178738667e-5	56
1000	0.2	1e-4	5	57	3.615841758411813e-5	57
1000	0.2	1e-4	5	58	1.4945063750915712e-5	58
1000	0.2	1e-4	5	59	-3.0427487461713425e-5	59
1000	0.2	1e-4	5	60	7.892484665443061e-7	60
1000	0.2	1e-4	5	61	9.162636417612499e-5	61
1000	0.2	1e-4	5	62	-4.049480848461614e-5	62
1000	0.2	1e-4	5	63	1.0459412337281081e-4	63
1000	0.2	1e-4	5	64	2.060216344915978e-5	64
1000	0.2	1e-4	5	65	-7.850110664835163e-5	65
1000	0.2	1e-4	5	66	2.9166092131805414e-05	66
1000	0.2	1e-4	5	67	2.295651687178265e-5	67
1000	0.2	1e-4	5	68	-5.777252693340201e-5	68
1000	0.2	1e-4	5	69	-3.706500767857607e-5	69
1000	0.2	1e-4	5	70	2.7039761350887632e-5	70
1000	0.2	1e-4	5	71	2.1811579478955348e-5	71
1000	0.2	1e-4	5	72	3.4746211125626905e-5	72
1000	0.2	1e-4	5	73	-3.0668400816994346e-5	73
1000	0.2	1e-4	5	74	6.008786767128082e-6	74
1000	0.2	1e-4	5	75	1.0611864185600421e-4	75
1000	0.2	1e-4	5	76	-6.346412162301027e-5	76
1000	0.2	1e-4	5	77	-4.093707219086447e-5	77
1000	0.2	1e-4	5	78	-5.47964953299544e-5	78
1000	0.2	1e-4	5	79	-6.504679771546589e-6	79
1000	0.2	1e-4	5	80	-3.0948650551603604e-5	80
1000	0.2	1e-4	5	81	-2.592397209494567e-5	81
1000	0.2	1e-4	5	82	-3.686191398221894e-5	82
1000	0.2	1e-4	5	83	-7.80734627329769e-5	83
1000	0.2	1e-4	5	84	-5.3837550866125366e-5	84
1000	0.2	1e-4	5	85	6.1236104048750335e-6	85
1000	0.2	1e-4	5	86	2.0477586302717023e-5	86
1000	0.2	1e-4	5	87	-7.972218562705447e-5	87
1000	0.2	1e-4	5	88	5.601202868605909e-5	88
1000	0.2	1e-4	5	89	-6.901263664722284e-5	89
1000	0.2	1e-4	5	90	-8.606191903010958e-5	90
1000	0.2	1e-4	5	91	-1.6270078663553043e-5	91
1000	0.2	1e-4	5	92	-5.1177867254135925e-5	92
1000	0.2	1e-4	5	93	9.10073432714377e-6	93
1000	0.2	1e-4	5	94	6.712399973618441e-5	94
1000	0.2	1e-4	5	95	4.277168989650616e-6	95
1000	0.2	1e-4	5	96	-2.5660011079495074e-5	96
1000	0.2	1e-4	5	97	8.594765165688994e-5	97
1000	0.2	1e-4	5	98	-3.0054267620822578e-5	98
1000	0.2	1e-4	5	99	-4.0190095530577426e-5	99
1000	0.2	5e-4	5	6	4.598742291790458e-4	6
1000	0.2	5e-4	5	7	3.9733780455284274e-4	7
1000	0.2	5e-4	5	8	4.0702996767413364e-4	8
1000	0.2	5e-4	5	9	4.0685986921772983e-4	9
1000	0.2	5e-4	5	10	2.750204280305889e-4	10
1000	0.2	5e-4	5	11	4.5593754103976964e-4	11
1000	0.2	5e-4	5	12	4.4975521350134386e-4	12
1000	0.2	5e-4	5	13	3.8409130544906104e-4	13
1000	0.2	5e-4	5	14	3.326644807836236e-4	14
1000	0.2	5e-4	5	15	4.331853963838448e-4	15
1000	0.2	5e-4	5	16	3.2323013368291395e-4	16
1000	0.2	5e-4	5	17	3.5233251802391864e-4	17
1000	0.2	5e-4	5	18	3.3033580968722326e-4	18
1000	0.2	5e-4	5	19	2.4730349266519866e-4	19
1000	0.2	5e-4	5	20	3.528658319554612e-4	20
1000	0.2	5e-4	5	21	2.655104193684347e-4	21
1000	0.2	5e-4	5	22	2.476723828358293e-4	22
1000	0.2	5e-4	5	23	2.5046415574051575e-4	23
1000	0.2	5e-4	5	24	2.863079602495921e-4	24
1000	0.2	5e-4	5	25	1.986717247269943e-4	25
1000	0.2	5e-4	5	26	2.3417115739464607e-4	26
1000	0.2	5e-4	5	27	1.8844923211538183e-4	27
1000	0.2	5e-4	5	28	1.4928035610820248e-4	28
1000	0.2	5e-4	5	29	1.9059180608941567e-4	29
1000	0.2	5e-4	5	30	1.8881742766421112e-4	30
1000	0.2	5e-4	5	31	4.5363683402874214e-5	31
1000	0.2	5e-4	5	32	6.586866136325445e-5	32
1000	0.2	5e-4	5	33	4.938290707576946e-5	33
1000	0.2	5e-4	5	34	5.4421772630483104e-5	34
1000	0.2	5e-4	5	35	1.0355779643372133e-4	35
1000	0.2	5e-4	5	36	-3.7454794623851424e-5	36
1000	0.2	5e-4	5	37	3.774031238560954e-5	37
1000	0.2	5e-4	5	38	-4.0614828993597375e-5	38
1000	0.2	5e-4	5	39	2.641282736678899e-5	39
1000	0.2	5e-4	5	40	-7.445484230792834e-6	40
1000	0.2	5e-4	5	41	1.7172071526913442e-5	41
1000	0.2	5e-4	5	42	1.4770896727410311e-5	42
1000	0.2	5e-4	5	43	5.001777786704294e-5	43
1000	0.2	5e-4	5	44	-4.254799373680504e-5	44
1000	0.2	5e-4	5	45	-6.737071489921277e-5	45
1000	0.2	5e-4	5	46	1.3274478555032435e-5	46
1000	0.2	5e-4	5	47	6.561783859788327e-5	47
1000	0.2	5e-4	5	48	-4.434588773021423e-5	48
1000	0.2	5e-4	5	49	-3.3530893284596025e-5	49
1000	0.2	5e-4	5	50	1.410552271827406e-7	50
1000	0.2	5e-4	5	51	-8.893329922490108e-5	51
1000	0.2	5e-4	5	52	4.1034312071897756e-5	52
1000	0.2	5e-4	5	53	2.134431137852058e-5	53
1000	0.2	5e-4	5	54	4.193041462412122e-5	54
1000	0.2	5e-4	5	55	-2.3352204443606168e-5	55
1000	0.2	5e-4	5	56	6.163619355253143e-5	56
1000	0.2	5e-4	5	57	-6.352242312706101e-5	57
1000	0.2	5e-4	5	58	1.1684258614015906e-5	58
1000	0.2	5e-4	5	59	-6.864094195523284e-5	59
1000	0.2	5e-4	5	60	3.0492381927254463e-5	60
1000	0.2	5e-4	5	61	3.052964046377891e-5	61
1000	0.2	5e-4	5	62	-3.1604838618536867e-6	62
1000	0.2	5e-4	5	63	-8.979677278007113e-6	63
1000	0.2	5e-4	5	64	2.477114249184082e-5	64
1000	0.2	5e-4	5	65	6.79822154369602e-6	65
1000	0.2	5e-4	5	66	-2.447122594254663e-5	66
1000	0.2	5e-4	5	67	4.1079143023722386e-5	67
1000	0.2	5e-4	5	68	1.5628842423262157e-5	68
1000	0.2	5e-4	5	69	-1.5889647509566496e-5	69
1000	0.2	5e-4	5	70	5.416560687604709e-6	70
1000	0.2	5e-4	5	71	7.008658019878513e-5	71
1000	0.2	5e-4	5	72	5.75595634617268e-5	72
1000	0.2	5e-4	5	73	-1.8154095367119345e-5	73
1000	0.2	5e-4	5	74	-2.5048597340924505e-5	74
1000	0.2	5e-4	5	75	3.509957585920529e-5	75
1000	0.2	5e-4	5	76	1.0833999046557491e-4	76
1000	0.2	5e-4	5	77	-4.901288292300329e-5	77
1000	0.2	5e-4	5	78	-2.8905026935817592e-5	78
1000	0.2	5e-4	5	79	7.263589949383438e-5	79
1000	0.2	5e-4	5	80	1.0924957111495279e-4	80
1000	0.2	5e-4	5	81	3.65669246405834e-6	81
1000	0.2	5e-4	5	82	2.1866445330607924e-5	82
1000	0.2	5e-4	5	83	2.7465830809344863e-5	83
1000	0.2	5e-4	5	84	-1.7745542352282808e-4	84
1000	0.2	5e-4	5	85	-9.687163951314525e-5	85
1000	0.2	5e-4	5	86	6.937055392990197e-5	86
1000	0.2	5e-4	5	87	-9.088553864980916e-5	87
1000	0.2	5e-4	5	88	2.8603299917228565e-5	88
1000	0.2	5e-4	5	89	-1.254878325484349e-5	89
1000	0.2	5e-4	5	90	3.6304808476423887e-5	90
1000	0.2	5e-4	5	91	-5.780996332510828e-5	91
1000	0.2	5e-4	5	92	-1.5069104503615528e-5	92
1000	0.2	5e-4	5	93	-6.592050767116726e-5	93
1000	0.2	5e-4	5	94	3.6512904107563364e-5	94
1000	0.2	5e-4	5	95	-8.932069514950039e-6	95
1000	0.2	5e-4	5	96	-9.923629769163828e-5	96
1000	0.2	5e-4	5	97	2.6134595342943794e-5	97
1000	0.2	5e-4	5	98	1.3923124578443303e-4	98
1000	0.2	5e-4	5	99	-5.8328646166951104e-5	99
1000	0.2	0.02	5	6	8.235544069590054e-5	6
1000	0.2	0.02	5	7	2.5815532184153295e-5	7
1000	0.2	0.02	5	8	2.4388741465867458e-5	8
1000	0.2	0.02	5	9	-6.5653086448699715e-6	9
1000	0.2	0.02	5	10	4.038468120807556e-5	10
1000	0.2	0.02	5	11	9.584676987197126e-7	11
1000	0.2	0.02	5	12	2.18985040836805e-5	12
1000	0.2	0.02	5	13	-1.5173179523019284e-5	13
1000	0.2	0.02	5	14	-3.4063708011228695e-5	14
1000	0.2	0.02	5	15	1.316381058063861e-5	15
1000	0.2	0.02	5	16	-5.576698054671102e-5	16
1000	0.2	0.02	5	17	7.685318396509617e-5	17
1000	0.2	0.02	5	18	3.596322476523392e-5	18
1000	0.2	0.02	5	19	-4.168744807803983e-5	19
1000	0.2	0.02	5	20	6.0838031258700776e-5	20
1000	0.2	0.02	5	21	7.744847392089679e-6	21
1000	0.2	0.02	5	22	3.595629880268809e-5	22
1000	0.2	0.02	5	23	1.2101902880198907e-5	23
1000	0.2	0.02	5	24	-1.1911499820576934e-5	24
1000	0.2	0.02	5	25	3.377456783746639e-6	25
1000	0.2	0.02	5	26	5.212203599350739e-6	26
1000	0.2	0.02	5	27	-4.200872728025995e-5	27
1000	0.2	0.02	5	28	3.76774226079817e-5	28
1000	0.2	0.02	5	29	5.978540189599721e-5	29
1000	0.2	0.02	5	30	6.501926570076065e-7	30
1000	0.2	0.02	5	31	9.479321521441325e-7	31
1000	0.2	0.02	5	32	1.6099774766471413e-5	32
1000	0.2	0.02	5	33	-1.8670522706466326e-5	33
1000	0.2	0.02	5	34	3.07349711143556e-5	34
1000	0.2	0.02	5	35	-3.1369777073512374e-6	35
1000	0.2	0.02	5	36	-4.841275935261166e-5	36
1000	0.2	0.02	5	37	7.543014959654061e-5	37
1000	0.2	0.02	5	38	-7.987199368503936e-5	38
1000	0.2	0.02	5	39	1.6719965021371787e-5	39
1000	0.2	0.02	5	40	2.4242435356337812e-5	40
1000	0.2	0.02	5	41	2.059452997776092e-5	41
1000	0.2	0.02	5	42	-4.2685382236621724e-5	42
1000	0.2	0.02	5	43	-4.471781526221701e-6	43
1000	0.2	0.02	5	44	4.424425282541834e-5	44
1000	0.2	0.02	5	45	-1.0401006211788702e-5	45
1000	0.2	0.02	5	46	-4.861985575145639e-6	46
1000	0.2	0.02	5	47	-8.119925718356961e-5	47
1000	0.2	0.02	5	48	-9.336938862351521e-5	48
1000	0.2	0.02	5	49	-3.119731134002791e-5	49
1000	0.2	0.02	5	50	-1.8333145583000596e-5	50
1000	0.2	0.02	5	51	5.0204115828893754e-5	51
1000	0.2	0.02	5	52	8.446688732309219e-5	52
1000	0.2	0.02	5	53	4.583601492525314e-5	53
1000	0.2	0.02	5	54	-1.0612010286832127e-5	54
1000	0.2	0.02	5	55	8.566133001547247e-5	55
1000	0.2	0.02	5	56	-6.337372470963761e-6	56
1000	0.2	0.02	5	57	-5.1123710167365376e-5	57
1000	0.2	0.02	5	58	-8.194430538196996e-5	58
1000	0.2	0.02	5	59	4.813118376542563e-5	59
1000	0.2	0.02	5	60	-2.0120835001321706e-6	60
1000	0.2	0.02	5	61	-4.922112541045429e-5	61
1000	0.2	0.02	5	62	-1.9429544593261634e-5	62
1000	0.2	0.02	5	63	-3.6574824423813586e-5	63
1000	0.2	0.02	5	64	2.667876123367305e-5	64
1000	0.2	0.02	5	65	3.839799915609877e-5	65
1000	0.2	0.02	5	66	-9.64162174942362e-6	66
1000	0.2	0.02	5	67	-2.5597699709669033e-5	67
1000	0.2	0.02	5	68	2.4299253406703248e-6	68
1000	0.2	0.02	5	69	-5.0234885713193625e-5	69
1000	0.2	0.02	5	70	-8.794613008527402e-5	70
1000	0.2	0.02	5	71	6.818844695139297e-9	71
1000	0.2	0.02	5	72	-5.366974434930176e-5	72
1000	0.2	0.02	5	73	-4.8803723124144745e-5	73
1000	0.2	0.02	5	74	-1.1323503187486939e-5	74
1000	0.2	0.02	5	75	7.770556640212692e-5	75
1000	0.2	0.02	5	76	3.479133897920858e-6	76
1000	0.2	0.02	5	77	3.8060635970479262e-6	77
1000	0.2	0.02	5	78	8.107544833784158e-5	78
1000	0.2	0.02	5	79	3.650514192364353e-5	79
1000	0.2	0.02	5	80	-4.718030742655886e-5	80
1000	0.2	0.02	5	81	-7.782694291208189e-5	81
1000	0.2	0.02	5	82	-8.04962731132833e-5	82
1000	0.2	0.02	5	83	8.495663082793694e-5	83
1000	0.2	0.02	5	84	-1.855260925016797e-5	84
1000	0.2	0.02	5	85	-1.1248050871626615e-5	85
1000	0.2	0.02	5	86	-2.1338298545804602e-5	86
1000	0.2	0.02	5	87	-3.932864505528984e-6	87
1000	0.2	0.02	5	88	7.394798949026901e-6	88
1000	0.2	0.02	5	89	-2.8567151775452903e-5	89
1000	0.2	0.02	5	90	-5.575508440849037e-5	90
1000	0.2	0.02	5	91	1.021428076293689e-5	91
1000	0.2	0.02	5	92	1.0282361075152713e-4	92
1000	0.2	0.02	5	93	-4.2762941772286886e-5	93
1000	0.2	0.02	5	94	-3.0061878699704696e-5	94
1000	0.2	0.02	5	95	-6.396655279136873e-7	95
1000	0.2	0.02	5	96	-1.607299244123122e-5	96
1000	0.2	0.02	5	97	-3.074184302267153e-6	97
1000	0.2	0.02	5	98	-4.606225114383618e-5	98
1000	0.2	0.02	5	99	-4.3298194023982005e-5	99
